time,hip.x,hip.y,hip.z,abdomen.x,abdomen.y,abdomen.z,chest.x,chest.y,chest.z,neck.x,neck.y,neck.z,head.x,head.y,head.z,leftEye.x,leftEye.y,leftEye.z,rightEye.x,rightEye.y,rightEye.z,rCollar.x,rCollar.y,rCollar.z,rShldr.x,rShldr.y,rShldr.z,rForeArm.x,rForeArm.y,rForeArm.z,rHand.x,rHand.y,rHand.z,rThumb1.x,rThumb1.y,rThumb1.z,rThumb2.x,rThumb2.y,rThumb2.z,rIndex1.x,rIndex1.y,rIndex1.z,rIndex2.x,rIndex2.y,rIndex2.z,rMid1.x,rMid1.y,rMid1.z,rMid2.x,rMid2.y,rMid2.z,rRing1.x,rRing1.y,rRing1.z,rRing2.x,rRing2.y,rRing2.z,rPinky1.x,rPinky1.y,rPinky1.z,rPinky2.x,rPinky2.y,rPinky2.z,lCollar.x,lCollar.y,lCollar.z,lShldr.x,lShldr.y,lShldr.z,lForeArm.x,lForeArm.y,lForeArm.z,lHand.x,lHand.y,lHand.z,lThumb1.x,lThumb1.y,lThumb1.z,lThumb2.x,lThumb2.y,lThumb2.z,lIndex1.x,lIndex1.y,lIndex1.z,lIndex2.x,lIndex2.y,lIndex2.z,lMid1.x,lMid1.y,lMid1.z,lMid2.x,lMid2.y,lMid2.z,lRing1.x,lRing1.y,lRing1.z,lRing2.x,lRing2.y,lRing2.z,lPinky1.x,lPinky1.y,lPinky1.z,lPinky2.x,lPinky2.y,lPinky2.z,rButtock.x,rButtock.y,rButtock.z,rThigh.x,rThigh.y,rThigh.z,rShin.x,rShin.y,rShin.z,rFoot.x,rFoot.y,rFoot.z,lButtock.x,lButtock.y,lButtock.z,lThigh.x,lThigh.y,lThigh.z,lShin.x,lShin.y,lShin.z,lFoot.x,lFoot.y,lFoot.z
  12.54166,  53.20850,  67.30290, 177.63700,  51.32405,  87.08098, 171.82244,  51.41345,  94.62731, 162.86290,  51.95689, 112.99494, 150.23276,  51.93468, 117.17547, 144.39562,  49.26517, 123.45119, 134.38701,  56.94162, 123.74412, 135.75494,  54.48640, 112.48090, 154.26856,  63.24434, 110.01550, 154.74141,  74.20931,  84.19445, 151.57987,  68.56037, 101.18587, 136.08160,  66.69072, 104.28976, 136.58018,  64.76463, 108.50603, 135.23805,  67.01073, 109.91927, 132.35745,  65.53086, 112.14303, 130.76008,  68.13540, 108.56415, 130.93895,  67.12434, 110.79938, 128.68427,  68.33550, 107.17354, 129.40072,  67.56936, 108.23013, 126.99703,  68.61750, 105.14209, 128.80260,  68.29851, 105.32435, 126.77413,  49.12579, 112.49989, 154.06553,  40.33995, 110.09666, 153.87394,  32.52262,  82.97847, 153.20654,  41.71250,  86.39105, 174.76381,  42.20642,  83.99298, 177.48108,  43.58454,  82.59066, 181.88816,  43.21831,  85.70104, 184.24006,  44.82940,  85.31911, 186.87544,  43.46725,  87.81585, 183.47915,  45.09616,  88.20296, 186.35992,  44.51532,  89.44921, 182.72174,  46.29573,  90.42656, 184.55369,  45.08614,  90.62748, 181.03357,  46.48663,  91.85490, 181.91772,  61.59142,  71.86402, 175.10786,  61.68040,  70.93855, 177.72799,  67.29200,  45.48965, 151.70678,  67.86081,   8.59389, 178.16587,  44.11393,  70.20052, 175.11383,  44.20291,  69.27505, 177.73396,  38.49140,  44.94074, 150.68845,  40.22231,   6.92013, 175.45015
  12.54999,  53.22530,  66.88440, 177.64000,  51.32981,  86.63036, 171.72080,  51.43870,  94.09378, 162.69230,  52.01011, 112.33637, 149.88342,  52.00331, 116.44967, 143.99868,  49.37252, 122.70201, 133.96521,  57.04535, 122.98736, 135.35493,  54.53533, 111.85970, 153.92649,  63.29068, 109.39152, 154.43187,  74.46444,  83.72182, 150.80338,  68.67507, 101.07665, 135.76648,  66.77760, 104.14913, 136.34766,  64.81417, 108.38267, 135.11876,  67.04819, 109.89307, 132.27836,  65.54884, 112.14576, 130.74081,  68.18527, 108.58679, 130.82438,  67.15476, 110.87286, 128.63030,  68.39815, 107.24000, 129.24932,  67.62314, 108.35411, 126.87462,  68.69846, 105.22801, 128.59679,  68.37832, 105.46203, 126.57383,  49.17494, 111.88131, 153.71814,  40.38720, 109.48388, 153.54165,  32.43160,  82.41997, 152.44352,  41.65581,  85.64465, 174.01504,  42.13531,  83.22806, 176.71846,  43.50519,  81.79210, 181.11727,  43.15814,  84.89111, 183.48701,  44.76708,  84.48424, 186.11997,  43.41991,  87.00870, 182.73822,  45.05139,  87.36932, 185.62098,  44.47787,  88.63995, 181.99007,  46.26436,  89.59589, 183.82739,  45.05573,  89.82438, 180.30862,  46.46376,  91.03814, 181.19964,  61.60611,  71.43773, 175.08990,  61.69475,  70.52612, 177.71490,  67.39572,  45.34562, 151.45312,  67.83220,   8.63997, 178.17781,  44.12972,  69.76265, 175.09836,  44.21837,  68.85104, 177.72336,  38.45325,  44.81337, 150.42512,  40.23631,   6.94935, 175.42194
  12.55833,  53.21380,  66.44750, 177.60600,  51.33548,  86.17276, 171.61277,  51.45968,  93.56632, 162.52716,  52.06751, 111.70209, 149.56915,  52.07181, 115.75624, 143.64349,  49.47134, 122.00660, 133.60090,  57.14391, 122.26690, 134.99694,  54.59581, 111.25144, 153.61327,  63.34485, 108.76323, 154.12944,  74.65016,  83.22492, 150.01391,  68.74375, 100.93211, 135.44047,  66.82760, 103.97633, 136.10332,  64.83615, 108.22793, 134.98704,  67.05746, 109.82596, 132.18487,  65.54224, 112.10840, 130.70798,  68.20114, 108.56523, 130.69627,  67.15382, 110.90113, 128.56349,  68.42078, 107.26132, 129.08644,  67.63613, 108.43201, 126.74232,  68.73304, 105.26896, 128.38141,  68.40920, 105.55358, 126.36553,  49.23528, 111.28620, 153.41048,  40.44075, 108.91176, 153.26296,  32.30601,  81.92175, 151.74066,  41.59667,  84.90409, 173.31853,  42.06212,  82.46323, 176.00252,  43.42779,  80.98323, 180.38802,  43.10746,  84.06640, 182.78208,  44.71724,  83.62725, 185.40933,  43.38395,  86.18768, 182.04920,  45.02237,  86.51389, 184.93211,  44.45296,  87.81670, 181.31198,  46.24928,  88.74509, 183.15383,  45.03715,  89.00970, 179.63880,  46.45554,  90.20602, 180.53694,  61.59677,  70.97977, 175.02569,  61.68815,  70.07827, 177.65408,  67.37025,  45.16261, 151.13684,  67.66305,   8.62848, 178.09747,  44.11823,  69.32787, 175.06675,  44.20960,  68.42637, 177.69514,  38.29593,  44.69990, 150.15747,  40.10150,   6.97121, 175.35648
  12.56666,  53.22470,  66.03080, 177.55100,  51.32204,  85.73122, 171.48420,  51.44154,  93.05495, 162.34215,  52.03897, 111.09487, 149.25054,  52.04216, 115.09750, 143.28996,  49.45039, 121.34837, 133.24544,  57.12364, 121.59628, 134.63998,  54.57294, 110.67270, 153.29419,  63.32156, 108.18417, 153.81590,  74.76455,  82.78647, 149.23691,  68.72592, 100.80238, 135.10266,  66.79100, 103.81712, 135.84137,  64.76994, 108.08113, 134.83058,  66.97610, 109.76059, 132.06430,  65.44353, 112.06784, 130.64497,  68.12553, 108.54354, 130.54411,  67.05941, 110.92306, 128.46966,  68.35101, 107.28015, 128.90308,  67.55483, 108.50163, 126.58895,  68.67513, 105.30740, 128.14990,  68.34609, 105.63823, 126.14193,  49.21213, 110.70853, 153.09893,  40.41630, 108.33726, 152.98160,  32.16971,  81.40652, 151.06290,  41.51988,  84.15190, 172.64652,  41.97725,  81.68607, 175.30898,  43.34237,  80.16209, 179.67958,  43.04135,  83.22643, 182.10017,  44.65303,  82.75694, 184.72100,  43.32736,  85.35243, 181.38484,  44.97195,  85.64595, 184.26775,  44.40340,  86.98225, 180.65972,  46.20727,  87.88596, 182.50645,  44.99095,  88.18645, 178.99575,  46.41676,  89.36796, 179.90170,  61.59959,  70.55795, 174.93568,  61.69691,  69.66684, 177.56740,  67.37708,  45.00130, 150.81694,  67.61575,   8.64463, 178.01693,  44.12218,  68.89569, 175.01915,  44.21950,  68.00458, 177.65087,  38.18439,  44.55442, 149.90366,  40.08769,   6.97226, 175.31356
  12.57499,  53.27250,  65.71350, 177.47400,  51.31956,  85.37864, 171.30952,  51.44128,  92.62131, 162.10314,  52.01652, 110.56800, 148.88305,  52.02352, 114.52386, 142.89133,  49.44450, 120.77052, 132.84090,  57.11578, 121.02023, 134.24587,  54.54610, 110.18044, 152.93290,  63.29943, 107.71489, 153.48382,  74.90604,  82.46467, 148.51737,  68.76066, 100.73608, 134.76218,  66.80368, 103.72071, 135.56248,  64.75342, 107.99081, 134.64009,  66.95033, 109.74415, 131.91255,  65.40284, 112.07011, 130.54075,  68.10986, 108.56780, 130.36819,  67.02893, 110.98320, 128.34348,  68.34591, 107.34114, 128.70098,  67.54336, 108.60579, 126.41239,  68.68475, 105.38715, 127.90649,  68.35534, 105.75819, 125.90562,  49.18549, 110.20312, 152.73044,  40.39501, 107.81181, 152.61876,  32.11282,  80.92134, 150.32522,  41.45937,  83.44677, 171.93724,  41.90657,  80.95708, 174.57916,  43.26219,  79.39209, 178.93820,  42.96705,  82.43658, 181.38443,  44.57430,  81.94021, 184.00303,  43.25997,  84.56776, 180.68754,  44.90199,  84.83205, 183.57475,  44.34150,  86.20060, 179.97755,  46.14577,  87.08341, 181.83399,  44.93445,  87.41722, 178.32457,  46.36255,  88.58690, 179.24219,  61.63616,  70.24980, 174.83867,  61.73507,  69.37195, 177.47478,  67.51036,  44.92199, 150.54736,  67.70364,   8.77269, 178.02271,  44.16317,  68.54180, 174.92554,  44.26209,  67.66394, 177.56165,  38.21510,  44.43236, 149.63375,  40.21497,   7.03110, 175.30183
  12.58333,  53.30120,  65.33460, 177.38000,  51.34607,  84.96527, 171.10731,  51.49075,  92.12088, 161.83343,  52.08660, 109.97635, 148.49128,  52.10837, 113.88896, 142.47127,  49.55647, 120.13977, 132.41650,  57.22646, 120.37249, 133.83143,  54.60828, 109.61748, 152.54870,  63.36127, 107.15860, 153.13386,  75.05786,  82.01918, 147.82803,  68.87635, 100.52355, 134.40446,  66.90572, 103.48489, 135.25615,  64.84040, 107.76337, 134.40933,  67.03617, 109.57621, 131.72004,  65.48235, 111.92133, 130.38860,  68.20373, 108.43361, 130.15651,  67.11752, 110.88224, 128.17499,  68.44829, 107.23936, 128.46715,  67.64564, 108.54350, 126.20086,  68.79666, 105.30197, 127.63695,  68.47009, 105.70913, 125.64265,  49.24808, 109.63704, 152.33550,  40.45858, 107.24219, 152.22291,  32.09411,  80.40905, 149.58265,  41.42548,  82.68425, 171.22900,  41.85509,  80.16887, 173.84941,  43.19424,  78.55830, 178.19692,  42.90926,  81.58224, 180.66971,  44.50880,  81.05453, 183.28689,  43.21410,  83.71808, 179.99247,  44.85163,  83.94841, 182.88513,  44.30511,  85.35182, 179.29924,  46.11000,  86.20904, 181.16702,  44.90736,  86.58020, 177.65837,  46.33939,  87.73454, 178.58919,  61.66529,  69.85954, 174.72658,  61.76247,  68.99605, 177.36750,  67.57736,  44.71129, 150.29948,  67.63231,   8.79239, 178.07598,  44.19286,  68.14573, 174.80913,  44.29003,  67.28224, 177.45005,  38.19277,  44.24338, 149.37383,  40.17940,   7.04181, 175.33149
  12.59166,  53.28230,  64.89570, 177.27400,  51.37870,  84.49773, 170.89674,  51.55832,  91.56994, 161.55972,  52.21525, 109.33807, 148.10432,  52.25758, 113.21145, 142.05910,  49.74344, 119.47902, 132.00525,  57.41399, 119.67006, 133.42338,  54.73203, 108.99836, 152.16643,  63.47779, 106.51972, 152.77591,  75.16716,  81.44446, 147.15964,  69.01107, 100.17002, 134.03442,  67.03900, 103.11685, 134.93185,  64.97481, 107.40870, 134.15261,  67.17466, 109.26574, 131.49703,  65.62281, 111.63250, 130.20209,  68.34469, 108.14914, 129.91665,  67.26145, 110.63014, 127.97416,  68.59191, 106.98295, 128.20818,  67.79272, 108.32432, 125.96250,  68.94165, 105.05954, 127.34664,  68.61816, 105.49958, 125.35883,  49.37211, 109.03099, 151.94783,  40.57629, 106.65914, 151.84190,  32.05462,  79.90782, 148.89218,  41.38154,  81.89673, 170.56862,  41.78899,  79.35293, 173.16503,  43.10997,  77.69045, 177.49854,  42.84334,  80.69220, 180.00023,  44.43513,  80.12743, 182.61440,  43.16469,  82.83225, 179.34425,  44.79958,  83.02252, 182.24131,  44.26856,  84.46466, 178.66848,  46.07688,  85.29052, 180.54706,  44.88215,  85.70452, 177.04050,  46.32116,  86.83930, 177.98453,  61.65817,  69.38429, 174.59610,  61.75322,  68.53464, 177.24158,  67.49509,  44.36490, 150.05529,  67.33881,   8.68401, 178.13648,  44.18127,  67.71715, 174.68858,  44.27632,  66.86751, 177.33406,  38.03531,  44.00845, 149.14269,  39.91628,   7.01058, 175.39768
  12.59999,  53.31440,  64.56190, 177.09200,  51.32570,  84.14421, 170.68023,  51.46081,  91.17174, 161.30878,  52.02634, 108.89811, 147.79429,  52.04304, 112.75231, 141.73669,  49.49720, 119.05473, 131.71266,  57.17197, 119.24238, 133.10820,  54.55771, 108.57796, 151.84892,  63.31185, 106.12382, 152.43673,  75.09593,  81.18213, 146.43669,  68.81964, 100.10070, 133.64954,  66.83654, 103.02263, 134.60238,  64.75055, 107.31754, 133.90199,  66.93456, 109.22976, 131.27262,  65.36831, 111.61104, 130.02240,  68.10535, 108.14570, 129.67030,  67.00540, 110.65441, 127.77333,  68.35322, 107.00997, 127.94152,  67.54171, 108.38572, 125.72120,  68.70941, 105.10316, 127.04636,  68.37844, 105.57553, 125.06722,  49.19701, 108.59609, 151.64837,  40.40704, 106.20127, 151.57983,  31.86867,  79.49178, 148.31604,  41.24426,  81.18507, 169.99659,  41.65602,  78.60652, 172.55780,  42.98553,  76.88549, 176.86577,  42.72584,  79.85358, 179.40803,  44.32300,  79.25307, 182.01094,  43.04686,  82.00207, 178.78008,  44.68812,  82.15272, 181.67588,  44.15011,  83.64286, 178.12385,  45.96291,  84.44260, 180.00939,  44.76081,  84.90412, 176.51129,  46.20244,  86.02545, 177.46731,  61.66592,  69.07034, 174.37172,  61.77391,  68.22670, 177.01863,  67.45150,  44.24489, 149.65299,  67.41597,   8.72107, 177.93304,  44.19471,  67.34988, 174.53617,  44.30270,  66.50624, 177.18308,  37.93382,  43.83904, 148.86567,  40.02842,   6.98563, 175.30699
  12.60833,  53.30010,  64.23850, 176.87600,  51.32846,  83.81013, 170.42647,  51.47942,  90.80497, 161.03083,  52.07630, 108.48697, 147.45968,  52.10444, 112.32209, 141.39003,  49.59948, 118.67004, 131.38444,  57.27279, 118.82177, 132.79236,  54.60838, 108.17462, 151.51447,  63.35773, 105.70462, 152.10721,  75.14282,  80.83678, 145.81000,  68.88111,  99.94551, 133.30149,  66.89901, 102.85404, 134.29649,  64.81575, 107.16002, 133.65880,  67.00238, 109.10994, 131.05947,  65.43817, 111.51040, 129.84386,  68.17356, 108.04918, 129.44190,  67.07612, 110.58643, 127.58179,  68.42188, 106.93915, 127.69658,  67.61245, 108.34821, 125.49647,  68.77758, 105.04568, 126.77337,  68.44806, 105.54760, 124.80128,  49.24766, 108.20297, 151.31564,  40.45284, 105.82577, 151.25766,  31.79017,  79.19583, 147.68602,  41.11111,  80.54178, 169.41442,  41.50920,  77.92358, 171.93729,  42.82419,  76.13347, 176.22149,  42.56891,  79.06375, 178.80768,  44.15873,  78.41884, 181.40446,  42.89822,  81.22039, 178.21285,  44.53397,  81.32199, 181.11389,  44.00816,  82.86725, 177.58365,  45.81965,  83.63253, 179.48468,  44.62629,  84.15066, 175.99152,  46.06958,  85.25271, 176.96725,  61.65554,  68.73440, 174.14702,  61.76280,  67.89577, 176.79555,  67.35916,  44.04595, 149.29815,  67.21376,   8.67265, 177.76589,  44.18284,  67.02949, 174.31481,  44.29010,  66.19087, 176.96334,  37.80015,  43.71365, 148.52226,  39.87453,   6.99924, 175.15782
  12.61666,  53.31240,  63.97910, 176.62700,  51.35297,  83.53422, 170.12387,  51.52437,  90.49794, 160.70551,  52.15757, 108.12690, 147.06717,  52.20103, 111.93966, 140.98353,  49.75113, 118.32509, 130.98816,  57.42034, 118.44535, 132.42126,  54.68748, 107.82562, 151.12415,  63.43226, 105.34264, 151.72988,  75.23191,  80.53909, 145.21034,  68.99969,  99.79754, 132.91861,  67.01803, 102.69554, 133.94470,  64.93915, 107.01043, 133.35469,  67.13185, 108.98948, 130.78263,  65.57162, 111.40547, 129.59296,  68.30510, 107.94716, 129.15461,  67.21287, 110.50724, 127.32293,  68.55567, 106.85781, 127.39662,  67.75121, 108.29361, 125.21204,  68.91158, 104.97520, 126.45155,  68.58594, 105.50084, 124.48500,  49.32689, 107.86257, 150.92303,  40.52796, 105.50052, 150.87055,  31.75449,  78.94338, 147.03687,  40.96946,  79.95110, 168.82870,  41.35358,  77.29309, 171.31178,  42.64942,  75.43390, 175.57233,  42.38949,  78.32384, 178.20306,  43.96845,  77.63559, 180.79533,  42.72474,  80.48893, 177.64325,  44.34978,  80.54226, 180.55159,  43.83986,  82.14344, 177.04402,  45.64553,  82.87568, 178.96351,  44.46617,  83.45047, 175.47447,  45.90768,  84.53457, 176.47267,  61.67229,  68.46634, 173.89741,  61.77588,  67.63460, 176.54825,  67.31932,  43.86475, 148.97100,  67.06689,   8.66372, 177.65075,  44.19907,  66.76508, 174.04645,  44.30266,  65.93334, 176.69729,  37.73568,  43.58947, 148.16895,  39.78762,   7.04280, 175.03592
  12.62499,  53.36890,  63.77690, 176.37100,  51.37552,  83.30335, 169.79248,  51.54096,  90.22960, 160.34641,  52.16138, 107.79357, 146.62389,  52.20611, 111.57991, 140.52379,  49.78624, 117.98903, 130.53627,  57.45264, 118.09508, 131.98539,  54.69444, 107.51191, 150.68031,  63.44001, 105.03295, 151.29112,  75.29005,  80.29352, 144.62107,  69.04390,  99.64076, 132.47672,  67.05935, 102.52909, 133.52428,  64.97774, 106.84700, 132.96694,  67.17087, 108.84797, 130.41227,  65.60972, 111.27217, 129.24062,  68.34607, 107.81945, 128.77691,  67.25330, 110.39316, 126.96477,  68.59873, 106.74425, 127.01053,  67.79482, 108.19672, 124.83680,  68.95673, 104.86944, 126.05083,  68.63214, 105.41041, 124.08827,  49.33370, 107.54722, 150.48314,  40.53503, 105.18383, 150.44866,  31.70719,  78.66985, 146.44476,  40.83243,  79.40862, 168.28508,  41.21179,  76.71748, 170.73296,  42.49736,  74.80168, 174.97148,  42.22793,  77.65551, 177.64041,  43.80028,  76.93337, 180.22747,  42.56301,  79.82823, 177.11092,  44.17999,  79.84335, 180.02420,  43.67847,  81.49155, 176.53725,  45.47828,  82.19906, 178.47147,  44.30807,  82.82021, 174.98729,  45.74598,  83.89176, 176.00408,  61.72114,  68.26847, 173.62516,  61.82588,  67.44711, 176.27919,  67.31182,  43.67795, 148.68986,  67.07457,   8.70472, 177.64709,  44.25095,  66.53672, 173.77867,  44.35569,  65.71537, 176.43271,  37.72660,  43.40173, 147.89507,  39.85452,   7.07956, 175.05894
  12.63333,  53.45120,  63.56710, 176.09800,  51.35890,  83.05254, 169.42922,  51.48601,  89.93521, 159.95077,  52.02947, 107.43073, 146.13784,  52.05942, 111.19133, 140.02174,  49.63147, 117.61457, 130.04526,  57.29710, 117.73225, 131.49760,  54.56935, 107.17800, 150.19190,  63.32379, 104.73049, 150.80245,  75.28849,  80.06688, 144.05670,  68.96296,  99.43399, 131.98532,  66.96811, 102.31115, 133.04399,  64.87087, 106.62360, 132.50321,  67.05651, 108.64215, 129.95595,  65.48651, 111.06512, 128.79364,  68.23525, 107.62407, 128.31660,  67.13302, 110.20068, 126.51432,  68.49162, 106.55649, 126.54614,  67.68225, 108.01429, 124.37800,  68.85628, 104.68664, 125.57931,  68.52954, 105.23387, 123.61884,  49.20824, 107.19497, 150.00247,  40.41724, 104.80300, 149.99305,  31.63221,  78.28653, 145.91230,  40.70330,  78.85996, 167.78012,  41.08971,  76.14633, 170.20193,  42.37693,  74.19384, 174.42318,  42.09296,  77.02020, 177.11967,  43.66461,  76.27866, 179.70167,  42.42042,  79.19930, 176.61205,  44.03342,  79.19193, 179.52756,  43.53026,  80.87244, 176.05630,  45.32474,  81.56776, 177.99988,  44.15683,  82.21869, 174.52036,  45.58925,  83.28567, 175.54962,  61.77908,  68.08433, 173.32043,  61.89088,  67.27611, 175.97821,  67.33927,  43.42361, 148.45343,  67.27747,   8.74386, 177.76241,  44.31734,  66.27213, 173.50394,  44.42915,  65.46392, 176.16172,  37.78381,  43.05892, 147.69954,  40.10923,   7.02268, 175.22563
  12.64166,  53.48470,  63.42170, 175.75100,  51.35296,  82.88195, 169.02145,  51.46985,  89.73429, 159.52090,  52.00939, 107.18695, 145.65371,  52.04664, 110.93734, 139.53139,  49.62545, 117.40136, 129.57964,  57.29046, 117.51049, 131.03588,  54.54836, 106.94791, 149.70917,  63.30368, 104.50599, 150.32949,  75.31706,  79.87581, 143.54822,  68.98748,  99.25583, 131.49972,  66.98912, 102.12980, 132.56044,  64.88958, 106.44167, 132.02398,  67.07731, 108.46602, 129.48313,  65.50721, 110.88983, 128.32271,  68.25904, 107.45153, 127.84372,  67.15748, 110.03037, 126.04423,  68.51861, 106.38710, 126.07182,  67.71122, 107.84795, 123.90501,  68.88593, 104.51913, 125.10237,  68.56153, 105.06941, 123.14237,  49.18730, 106.96204, 149.51836,  40.39730, 104.56635, 149.51422,  31.61189,  78.05824, 145.38027,  40.63610,  78.48223, 167.27089,  41.02104,  75.75077, 169.67280,  42.30319,  73.76766, 173.88130,  42.01230,  76.57336, 176.59856,  43.58042,  75.81377, 179.17744,  42.33860,  78.75652, 176.10790,  43.94689,  78.72861, 179.02590,  43.44783,  80.43479, 175.56659,  45.23853,  81.11703, 177.51827,  44.07567,  81.79313, 174.04186,  45.50545,  82.85360, 175.08146,  61.80260,  67.94498, 172.95347,  61.91762,  67.14546, 175.61374,  67.26244,  43.14869, 148.19426,  67.27832,   8.77770, 177.86476,  44.34428,  66.10203, 173.15442,  44.45930,  65.30251, 175.81469,  37.76959,  42.78348, 147.45306,  40.14268,   7.02922, 175.34044
  12.64999,  53.48970,  63.31180, 175.34100,  51.36462,  82.77114, 168.60670,  51.49025,  89.62170, 159.10499,  52.07916, 107.07528, 145.24096,  52.13877, 110.83803, 139.12641,  49.73561, 117.38069, 129.22179,  57.40032, 117.46194, 130.68143,  54.61301, 106.83079, 149.29930,  63.36292, 104.37201, 149.92932,  75.37174,  79.75055, 143.10845,  69.09568,  99.15388, 131.06947,  67.09977, 102.02988, 132.12930,  65.00877, 106.34599, 131.59356,  67.20575, 108.36987, 129.06033,  65.64242, 110.79782, 127.89942,  68.38951, 107.35547, 127.42232,  67.29645, 109.93848, 125.62362,  68.65134, 106.29287, 125.64966,  67.85138, 107.75786, 123.48288,  69.01771, 104.42552, 124.67866,  68.69873, 104.97885, 122.71863,  49.25221, 106.85522, 149.10234,  40.45765, 104.47638, 149.08775,  31.62933,  77.99358, 144.88359,  40.61280,  78.23695, 166.79370,  40.99008,  75.48619, 169.17472,  42.26263,  73.46835, 173.36960,  41.97110,  76.25303, 176.10832,  43.53396,  75.47107, 178.68372,  42.30118,  78.43952, 175.63536,  43.90463,  78.38650, 178.55566,  43.41357,  80.12046, 175.10905,  45.20199,  80.78490, 177.06894,  44.04576,  81.48987, 173.59606,  45.47528,  82.54018, 174.64628,  61.80857,  67.83007, 172.53827,  61.92443,  67.03127, 175.19872,  67.10054,  42.88268, 147.88035,  67.12907,   8.78064, 177.85958,  44.34942,  65.99596, 172.74788,  44.46527,  65.19717, 175.40833,  37.69776,  42.58885, 147.13636,  40.01023,   7.06653, 175.32361
  12.65833,  53.52630,  63.20400, 174.89200,  51.37293,  82.66274, 168.16495,  51.48807,  89.52397, 158.67081,  52.08197, 106.99726, 144.83185,  52.15133, 110.78187, 138.73091,  49.74938, 117.41358, 128.88539,  57.41433, 117.47875, 130.34459,  54.61345, 106.74751, 148.89135,  63.36344, 104.28947, 149.52312,  75.41839,  79.68970, 142.70535,  69.15335,  99.08016, 130.63991,  67.15450, 101.95630, 131.69379,  65.06340, 106.27147, 131.15097,  67.26496, 108.29431, 128.62089,  65.70333, 110.72106, 127.45521,  68.45234, 107.27917, 126.98596,  67.36222, 109.86069, 125.18335,  68.71807, 106.21548, 125.21454,  67.92212, 107.67883, 123.04517,  69.08694, 104.34759, 124.24550,  68.77179, 104.89956, 122.28447,  49.25276, 106.77121, 148.69122,  40.45866, 104.39075, 148.66802,  31.64000,  77.91153, 144.42127,  40.59061,  78.00336, 166.34599,  40.96645,  75.23552, 168.70736,  42.23482,  73.18786, 172.88903,  41.93816,  75.95232, 175.64762,  43.49819,  75.15248, 178.21924,  42.26757,  78.14239, 175.19104,  43.86733,  78.06898, 178.11293,  43.37966,  79.82777, 174.67844,  45.16519,  80.47892, 176.64541,  44.01298,  81.20854, 173.17629,  45.44054,  82.25198, 174.23598,  61.83744,  67.73242, 172.08270,  61.95669,  66.93304, 174.74283,  66.98512,  42.60431, 147.55703,  67.12436,   8.76662, 177.83401,  44.38057,  65.87853, 172.30816,  44.49982,  65.07915, 174.96829,  37.69833,  42.32664, 146.82041,  40.02040,   7.03406, 175.29401
  12.66666,  53.56480,  63.16310, 174.39500,  51.38359,  82.61605, 167.66019,  51.47949,  89.49301, 158.17722,  52.04926, 106.99034, 144.36764,  52.11572, 110.79903, 138.28167,  49.71714, 117.52639, 128.50044,  57.38209, 117.57387, 129.96033,  54.58235, 106.73656, 148.42589,  63.33530, 104.28727, 149.05064,  75.45917,  79.69900, 142.31407,  69.18481,  99.04094, 130.17583,  67.18134, 101.91839, 131.21729,  65.08690, 106.22977, 130.65738,  67.29074, 108.24682, 128.12467,  65.72869, 110.66836, 126.94873,  68.48188, 107.22773, 126.49495,  67.39227, 109.80250, 124.68239,  68.75165, 106.15874, 124.72732,  67.95793, 107.61448, 122.55203,  69.12400, 104.28819, 123.76479,  68.81163, 104.83368, 121.80150,  49.22157, 106.75459, 148.22755,  40.43014, 104.36431, 148.20319,  31.62532,  77.88148, 143.95022,  40.53046,  77.83879, 165.89360,  40.90555,  75.05521, 168.23653,  42.16932,  72.98031, 172.40615,  41.86492,  75.72542, 175.18316,  43.42159,  74.90970, 177.75183,  42.19257,  77.91894, 174.74219,  43.78756,  77.82728, 177.66617,  43.30357,  79.60906, 174.24303,  45.08509,  80.24871, 176.21740,  43.93780,  81.00084, 172.75145,  45.36241,  82.03860, 173.82066,  61.86821,  67.69912, 171.57514,  61.99097,  66.90123, 174.23555,  66.87396,  42.34118, 147.23184,  67.15893,   8.76946, 177.80247,  44.41360,  65.82637, 171.81889,  44.53636,  65.02847, 174.47930,  37.72676,  42.06338, 146.50656,  40.07574,   7.00649, 175.26767
